context1,y
например  до высокоорбитального спутника на орбите к м  сигнал идёт  м с  со скоростью света  что означает задержку прохождения сигнала между двумя наземными станциями порядка  м с  и задержку интерактивного ответа на сигнал  порядка   м с ,0
после обучения на базах  штат северная каролина   штат флорида   штат род  айленд   штат северная каролина  эскадрилья  оснащённая истребителями  fu corsair  была отнесена к и  марта  года на борту  прибыла в пёрл  харбор  территория  гавайи  после этого корабль был отправлен к берегам японии  где в мае  июне  года эскадрилья совершила целый ряд боевых вылетов в поддержку военных операций на окинаве ,0
в  год год у в россии официально утверждён день программиста  который ежегодно празднуется  сентября  в високосный год   сентября   празднование  дня программиста  установлено на   й день года  это число не случайно  оно получается от возведения числа  в восьмую  степень и отражает количество различных значений  которое можно сохранять в одном байт е ,0
получила известность благодаря её участию в организации в сиэтле движения  occupy wall street  которое она высоко оценивала за введение в политические дебаты понятий   класс   капитализм  и  социализм ,0
население дорсета   тысячи жителей  по данным переписи населения  года  около половины из них проживает на территории юго  восточной агломерации  остальное население графства в основном распределено по сельской местности с низкой  плотностью ,0
таким образом  в этой нотации  ламановы графы  это в точности      плотные графы  и подграфы ламановых графов  это в точности      разреженные графы  ту же самую нотацию можно использовать для описания других важных семейств разреженных графов  включая  деревья  псевдолес а и графы с ограниченной ,0
красота   эстетическая  неутилитарная  непрактическая  категория  обозначающая совершенство  гармоничное сочетание аспектов  объекта  при котором последний вызывает у наблюдателя эстетическое наслаждение  красота является одной из важнейших категорий культуры  противоположностью красоты является безобразие ,0
с  по августа в составе объединённого русско  датско  голландско  английского флота выходил в плавание в балтийское море к острову  борнхольм  после чего вернулся в копенгаген  фрегат вышел из копенгагена и взял курс на ревель  между островами готланд и даго захватил   пушечный шведский капер  а прибыл в ревель ,0
евгением павловичем были инициированы и осуществлены с аппаратурой фти ряд экспериментов по исследованию гамма  всплесков на отечественных околоземных космических аппаратах серии  космос  и  коронас  синхронно с наблюдениями на спутнике   винд ,0
неоклассическая экономика делает упор на равновесие  которое является решением задач максимизации  агентов  закономерности в экономике объясняются методологическим индивидуализмом  положением о том  что экономические явления могут быть объяснены агрегированием над поведением агентов ,0
г  самнер считает  что это было в  году до н  э  м  кроуфорд  в  году  в  рязанов  в  году  монеты  отчеканенные кальдом  вполне типичны для рима той эпохи  на одной стороне изображена богиня рома  на другой   виктория в колеснице ,0
провинции состоят из городских и сельских  общин  губернаторы  марзпеты  назначаются и освобождаются от должности правительством  в общинах осуществляется местное самоуправление  органы местного самоуправления  совет старейшин общины и руководитель общины  мэр города  сельский староста   избираются на трёхлетний срок ,0
медленные медиа    движение  нацеленное на производство и потребления качественного информационного контента  движение  slow media  имеет много общего со  slow food  которое в свою очередь выросло как противоположность фастфуд у ,0
вокзал гера   главная железнодорожная станция тюрингского города  гера  гера  один из крупнейших городов германии без междугороднего железнодорожного сообщения и электрифицированных линий  станция является значительным региональным транспортным узлом ,0
коха  узинг   вид жилищного  сообщества  подразумевающий значительную долю бытовой взаимовключённости членов сообщества  совместного присмотра за детьми  проведение совместных праздников  совместного использования части имущества и т  п  разновидность идейной общины ,0
наиболее серьёзным из них стал подрыв  марта  г  школьного автобуса  направлявшегося на экскурсию к  копям царя соломона  в долине тимна  на установленной ооп мине  в результате теракта погибли  человека  и до  детей  из  находившихся в автобусе  были ранены  согласно  telegraph  это был   й теракт фатх в течение трёх месяцев  предшествующих операции ,0
в  году поступил на юридический факультет новороссийского университета  который он окончил в  году  в том же году начал и свою литературную деятельность путём публикации очерков  рассказов и рецензий в одесских газетах и журналах  например  жизнь  одесский листок и шквал ,0
 ноября в сеть было выложено несколько фильмов  sony pictures  в том числе  ярость    энни   уильям тёрнер  и  всё ещё элис  но кроме  интервью ,0
первые годы своей жизни принцесса провела в сент  джеймсском дворце  а также в ричмондском дворце и хэмптон  корт е  в детстве наиболее близка елизавета была с сестрой  марией  которая была старше принцессы на четыре года и с которой имела общую гувернантку   девочки воспитывались в ричмондском дворце  куда были перевезены вскоре после рождения елизаветы из  за эпидемии чумы ,0
уже же во второй своей полнометражной картине   безопасность     хейнс выходит за узкие рамки гей  кино  события фильма разворачиваются в калифорнии в конце   х  главная героиня  образцово  показательная домохозяйка в исполнении джулианны мур  неожиданно начинает испытывать аллергию буквально ко всем достижениям xx века  от топливных присадок до презервативов ,0
инспектор московской конторы госбанка ссср с июля  по январь   консультант  нижегородской крайконторы госбанка с апреля по ноябрь   экономист всесоюзного орудийно  арсенального объединения с декабря  по март  ,0
erp   планирование ресурсов предприятия   организационная стратегия интеграции производства и  операций  управления трудовыми ресурсами  финансового менеджмента и управления активами  ориентированная на непрерывную балансировку и оптимизацию ресурсов предприятия посредством специализированного интегрированного пакета прикладного программного обеспечения  обеспечивающего общую модель данных и процессов для всех сфер деятельности ,0
основные торговые пути с востока проходили через византийскую империю  или арабские земли и далее в порты генуя  пиза и  венеция  роскошные товары купленные в леванте  например  специи  красители и шелка  завозились в италию  затем перепродавались по всей европе ,0
вдобавок нарушается формирование полного состава апоптозных аутоантигенов  свойственных организму белков  участников апоптоза  к которым должна развиться  толерантность  как следствие  малые по интенсивности проапоптозные воздействия приводят к повышению уровня аутоантиген ов  участвующих в апоптозе  что в свою очередь влечёт за собой проявление клинических признаков аутоиммунной патологии ,0
переход между этими двумя типами плавный  в особенности там  где их ареалы соседствуют друг с другом  так  в уганде и анголе попадались особи с крупными пятнами на тёмном фоне  а в гвинее   того и эфиопии  с мелкими пятнами на светло  жёлтом фоне ,0
он доказал связь между частями головного мозга  с одной стороны  и мочевыми и половыми органами  с другой  и сделал чрезвычайно важное для физиологии нервной системы открытие  что большой симпатический нерв происходит из спинного мозга  тогда как до того времени считали доказанным  будто этот нерв происходит от периферических симпатических узелков  будге опубликовал это открытие в сочинении  которое было увенчано премиями  французской и бельгийской академиями наук  вследствие этого открытия был найден длинный ряд фактов  объяснявших влияние спинного мозга на питание неожиданным до того времени образом и приведших к совершенно новым воззрениям на многие болезненные явления ,0
в азии древние бизоны вымерли вместе с мамонтами  но в америке они сохранились  распавшись на два подвида  ещё один вид  или подвид  происходящий от древнего бизона   зубр  сохранился в европе  наибольшее сходство с древним бизоном сохранил более крупный северный подвид американского бизона  канадский лесной бизон  приспособленный для жизни в тайге и тундре ,0
шесть лет назад на землю вернулся  зонд nasa  посланный в дальние уголки солнечной системы для поиска внеземной жизни  его миссия была успешной  но по ошибке он упал на территорию центральной мексики ,0
также гаплогруппа d довольно часто встречается в центральной азии  где она является второй по частоте кладой мтднк  после  h  с низкой частотой гаплогруппа d встречается на северо  востоке европы и юго  западной азии ,0
аппликатой  точки a называется координата этой точки на оси formula в прямоугольной трёхмерной системе координат  как правило обозначается буквой formula  величина аппликаты точки formula равна длине отрезка formula  см  рисунок ,0
это было реализовано с использованием специально организованной системы слотов расширения  каждый из которых  включая субслоты в случае использования расширителя слотов  slot expander  обладал собственным виртуальным адресным пространством  что устраняло сам источник для возможных конфликтов адресов между устройствами  для конфигурирования системы не требовалось переключать  джампер ы или проводить любые другие процедуры в ручном режиме  независимое адресное пространство позволяло использовать в устройствах расширения дешевые микросхемы ,0
при  пять    река в белоруссии  брестская и гомельская области  и на украине  волынская  ровненская   киевская области  крупнейший по площади бассейна  длине и водности правый приток днепр а  впадает в киевское водохранилище ,0
внешние стены театра были выполнены из красного кирпич а и портлендского камня  внутреннее убранство  архитекторы  коллинсон и лок  было на манер итальянского возрождения  с преобладанием белого  бледно  желтого и золотистого цветов  включая золотистый атласный занавес  красные  ложи и темно  синие кресла  карт не хотел ничего такого  что могло бы показаться слишком броским или безвкусным для среднего класса  поэтому там не было никаких херувимов  божеств или мифических существ  служащих декором других театров ,0
в синтаксисе адъективный оборот обычно играет роль  определения   чистые звуки моцартовской музыки   похожие на голоса серебряных труб  привели его в восхищение   паустовский  но  подобно причастному обороту  может быть и другим членом предложения   я искал  бесконечно красивых и бессмертно влюблённых в молву   брюсов ,0
палатное достоинство сделалось в таких фамилиях  якобы наследственным  он получал от государей великие вотчины и награжденья и  князь ями приняты в брачные союзы  а посему равно  как и князьям к высокому дворянству причислялись ,0
также участвовала во   й альпиниаде ркка и совершила восхождение на восточную вершину  эльбрус а  вера инбер писала   она полетела бы на луну  если бы к этому представилась хоть малейшая возможность ,0
чума    зара  за   прыщ  нары  в   острое природно  очаговое инфекционное заболевание группы карантинных инфекций  протекающее с исключительно тяжёлым общим состоянием  лихорадкой  поражением  лимфоузлов  лёгких и других внутренних органов  часто с развитием сепсис а  заболевание характеризуется высокой летальностью и крайне высокой заразностью ,0
он является не столь опасным для экономики и возникает в силу случайных колебаний доходов и расходов  проблема заключается в том  что временный дефицит  при неумелом  управлении также может перерасти в хронический ,0
брат не раз убеждал его вернуться в обитель  но преподобный не соглашался  однако  когда слава о святой жизни преподобного исаака распространилась повсюду  он был возведён на епископскую  кафедру города ниневии  рукоположение совершил католикос  патриарх востока гиваргис i      в монастыре бейт  абе  видя грубые нравы жителей этого города  преподобный чувствовал  что не в силах исправить их  и  кроме того  тосковал по тишине отшельнической жизни ,0
однако в некоторых случаях переживание травматического опыта или дистресс могут перекрыть возможности механизмов совладания человека  тогда память о событии  связанных с ним эмоциональных  визуальных  когнитивных и физических  ощущения тела  составляющих  а также стимулах   триггерах  ассоциирующихся с событием  перерабатываются неадекватно и дисфункционально сохраняются в изолированных от исцеляющего воздействия областях памяти  представляя собой болезненный след в памяти одного или многих ассоциативно связанных в памяти психотравматических событий ,0
северный мост   системный контроллер   чип  являющийся одним из элементов чипсет а материнской  системной  платы и отвечающий за работу центрального процессора  cpu  с озу  оперативной памятью  ram  видеоадаптером и южным мостом ,0
основные темы творчества писателя  конфликт и противостояние между востоком и западом  ислам ом и христианство м  традициями и современностью  например  конфликт между западничеством и исламизмом в современной турции является главной темой вышедшей в  году книги   снег ,0
после рождения бога  духа огня кагуцути  идзанами ослабла и сильно заболела  узнавший об этом идзанаги упал на колени и плакал  но его печаль не могла ей помочь  и она удалилась в страну  ёми  где царил вечный мрак ,0
по расчётам генетика теодора шурра из университета пенсильвании носители митохондриальной гаплогруппы b попали в северную америку до  тыс  лет назад  т  шурр и с  шерри считали  что миграция носителей митохондриальных гаплогрупп  a  b  c и d предшествовала кловису и произошла    тыс  л  н  вторая миграция  связанная с предполагаемыми носителями митохондриальной гаплогруппы х из культуры кловис имела место после образования коридора маккензи    тыс  лет назад ,0
в  году он возглавил комиссию по  гиюр у несовершеннолетних  которая представила свои рекомендации премьер  министру  в начале  стал служить в качестве главы  системы гиюр а  в министерстве главы правительства ,0
подсчёт ссылок также известен как один из алгоритмов сборки мусора  где каждый объект содержит счётчик количества  ссылок на него  используемых другими объектами  когда этот счётчик уменьшается до нуля  это означает  что объект стал недоступным  и он помещается в список объектов на уничтожение ,0
к северу от посёлка начинаются степи  которые тянутся до реки  кубань  а также крюковское водохранилище  оно было образовано в  году и в том числе используется для водоснабжения посёлка ,0
главная оппозиционная партия в  парламенте носит статус  официальной оппозиции её величества   получает дополнительное финансирование на политическую деятельность  а члены  теневого  кабинета имеют надбавки к своему стандартному депутатскому жалованью  они призваны контролировать работу  быть  тенями   министров действующего кабинета ,0
появляются они чаще на кладбище  болоте  дорога х  луг ах  полях  межах  над водой  по времени  ночью  особенно в полночь  с весны по осень  а также в ночь перед рождеством  в  адвент  в поминальные дни ,0
учился в веймарской высшей школе музыки у рихарда ветца  композиция  и пауля эльгерса  фортепиано  затем в лейпцигской высшей школе музыки у германа грабнера  композиция  и макса фон пауэра  фортепиано  в  г  корепетитор в оперном театре  геры  с  г  в берлин е  в  г  капельмейстер городского театра в лигнице ,0
копенга  генская интерпрета  ция   интерпретация  толкование  квантовой механики  которую сформулировали нильс бор и вернер гейзенберг во время совместной работы в копенгаген е около  год а  бор и гейзенберг усовершенствовали вероятностную интерпретацию волновой функции  данную м  борном  и попытались ответить на ряд вопросов  возникающих вследствие свойственного квантовой механике корпускулярно  волнового дуализма  в частности на вопрос об измерении ,0
работа над проектом производилась в калифорнийской анимационной студии cartoon network studios и в париж ской  studio la cachette  при работе над анимацией использовались программы  photoshop и инструменты  сжатия mpeg   afx  всего над проектом было задействовано около  человек ,0
криминалистическое исследование следов обуви может быть использовано в ходе судебного разбирательства для доказательства присутствия владельца  обуви на месте преступления  следы подошв обуви являются наиболее распространённым видом улик  которые можно найти на месте преступления ,0
 октября  манчестер  великобритания   февраля   сейл  траффорд  большой манчестер  великобритания   английский врач  член лондонского королевского общества    основатель манчестерской королевской лечебницы ,0
функции codice в  maple  codice в mathematica  codice в sage и функции codice и codice в используют сочетание теста миллера  рабина  сильного теста ферма  и теста люка ,0
это касается марок  отпечатанных внутри страны и за рубежом  в настоящее время вьетнамские марки официально предлагаются в зубцовом и беззубцовом виде  а также в форме  образцов  с соответствующей надпечаткой   образец  беззубцовые марки и марки в форме образцов не имеют почтового назначения и  таким образом  полностью ориентированы на филателистические сообщества ,0
битва на нежатиной ниве  сражение между войсками русских князей изяслава и всеволода ярославичей и их сыновей ярополка и  владимира с одной стороны  и бориса вячеславича и олега святославича  с другой  произошедшее  октября  года в окрестностях чернигов а  сражение окончилось поражением войск бориса и олега ,0
производство известно главным образом своими механизмами для хронографов  используемых в часах среднего и высокого ценового диапазона  мануфактура  ставшая частью  eta  в настоящее время входит в состав swatch group  в рамках swatch group подразделение valjoux отвечает за дизайн и производство механизмов valjoux eta  и их вариаций        чрезвычайно популярных и используемые в большинстве механический хронограф ов представленных на рынке сегодня ,0
почётный гражданин городов  калуга  липецк  острогожск  чита  аркалык и караганда  казахстан  сумы   украина  хьюстон  сша  пгт давыдовка  михайлов ,0
в состав qb включена простая среда  ide  близкая к той  которая поставлялась с quickbasic  при компиляции в качестве промежуточного представления использует язык c с последующей генерацией исполняемых файлов посредством gcc ,0
бензин овый измельчитель может быть как стационарным  так и перемещаемым вручную или как прицепом к садовым трактор ам  поэтому может быть рекомендован как владельцам больших участков  так и работникам садово  парковых хозяйств ,0
наиболее известен одноимённой заглавной песней  которая была вдохновлена  днём  когда умерла музыка  третья композиция альбома    vincent  является данью уважения знаменитому художнику винсенту ван гогу ,0
в отличие от редактора документов  разработанного внутри  mail  ru  редактор таблиц и презентаций реализован с помощью технологии microsoft office web apps  онлайн  редактор напрямую не поддерживает форматы codice  codice и codice  однако при необходимости пользователь может осуществить  конвертацию прямо в браузер е ,0
настройка периферии  не приспособленной к работе в режиме  plug and play  например жёстких дисков  выпущенных в начале   х годов и работающих в режиме адресации chs  com  и lpt   портов ,0
она включает не только мегавселенную marvel comics  но и dc comics  image  dark horse   archie и каждую вселенную  когда  либо упомянутую или увиденную  и бесконечное число никогда не упомянутых и не увиденных  включая наш собственный мир ,0
согласно г  е  грумм  гржимайло   тангуты  народ  возникший из смешения  ди и цянов  тибетцев  дисцы и тангуты были полукочевыми и земледельческими племенами  предполагается  что народность байма  подгруппа тибетцев  проживающая в настоящее время на юго  востоке провинции ганьсу и северо  западе провинции сычуань  происходит от этих племён ди ,0
на суде сократ вместо принятого в то время обращения к милосердию судей  говорит о словах  дельфийской пифии херефонту о том   что нет человека более независимого  справедливого и разумного  чем сократ ,0
в  году на епархиальном соборе он провёл ряд дисциплинарных канон ов  действующих и сегодня  немало им было сделано для канонического утверждения монашеских орденов  альберт составил статусы каноник ов в биелле и был одним из советников при написании  устав а ордена гумилиатов ,0
зная о состоянии татарского войска  московские воеводы с учётом погодных условий поставили своих воинов на лыжи и вооружили их дубинами  топорами и рогатинами  вместе с русскими за великого князя сражалась мордва на лыжах с  сулица ми  короткими копьями  а также рязанские казаки  у которых помимо лыж и сулиц были ещё и сабли  в результате боя  в котором татары упорно оборонялись  они были истреблены почти поголовно ,0
исследование объёма головного мозга показало положительную корреляцию между интроверсией и объёмом серого вещества в правой префронтальной коре и правом височно  теменном соединении  а также положительную  корреляцию между интроверсией и общим объёмом белого вещества ,0
следующие полтора года музыканты провели в экспериментах на своей домашней студии со всем доступным оборудованием  пк   boss dr    старый аналоговый синтезатор  и время от времени показывают себя на небольших живых выступлениях в местных клубах  такие  как  порт   грибоедов ,0
семиотика  наука о знаках  рассматривается моррисом как метанаука и инструмент наук  процесс формирования знака он называет семиозис ом  а сам знак структурой  состоящей из четырёх элементов  собственно знак  значение   интерпретация  означаемое  десигнат  истолкователь  реально существующий десигнат моррис именует денотат ом ,0
ogg media  ogm   формат   контейнер для хранения  потоков  данных  таких как видео  аудио  и субтитры  обеспечивает необходимые средства для надёжной транспортировки файла  контроля целостности файла  минимизации количества перемещений по файлу во время воспроизведения нескольких потоков  чередование ,0
нейраминидаза широко распространена в природе  она входит в состав оболочек некоторых  вирусов  обнаружена в ряде патоген ных микроорганизмов  впервые была открыта в культуре возбудителей газовой гангрены  clostridium perfringens  a также у позвоночных и беспозвоночных животных ,0
генерал александр де богарне  сочтя возможным использовать способности таррара для военных нужд  сделал его секретным военным курьером  с тем расчётом  что таррар будет проглатывать донесения  переходить линию фронта и  по достижении места назначения  извлекать их из собственного стула  при исполнении первого же задания таррар был разоблачён  схвачен  пруссаками  подвергнут инсценированной казни  жестоко избит и выдворен на французские позиции ,0
при практическом решении задачи умножения двух чисел необходимо свести её к последовательности более простых операций   простое умножение  сложение   сравнение и др  для этого разработаны различные методы умножения  например для чисел  дробей  векторов и др ,0
gang starr foundation был свободным творческим фондом хип хоп музыкантов  работающих в тесном сотрудничестве с группой через ныне несуществующей лейбл ill kid  принадлежавший  guru  продюсированием занимался dj premier или менеджмент созданной gang star компании empire management ,0
вторая  причиной магнитных полей спутника является то  что у земли было жидкое  ядро  позднее появилась новая гипотеза   протоземля  столкнулась с другой планетой и от неё оторвался кусок  который позже стал её спутником луной ,0
полицейский карл бентли  officer carl bentley   патрульный полицейский в брентфорде  раньше работал на обувной фабрике самуэля пэрриша  отца алана  по долгу службы часто сталкивается с прорывами джуманджи в реальность  но игра  по  видимому  не только устраняет разрушения в городе после решения загадки  но и удаляет  память о них ,0
в  году получил звание доктора медицины и начал практиковать в  лидс е  но вскоре переехал в лондон  в  был помощником врача в больнице для больных детей  а в  году  помощником врача в вестминстер ской больнице ,0
так  и  л  маяк делала вывод  что плебеи стали принимать участие в этом виде комиций не ранее iv века до н  э  местом их проведения был comitium на  форуме ,0
в  год у нижегородская компания  дистанционные системы контроля  разработала  лесной дозор   инновационную систему  мониторинга леса для раннего обнаружения лесных пожаров и определения их координат   лесной дозор  функционирует на базе современных технологий  ip  видеонаблюдения  мобильных приложений  географических информационных систем  гис   интернет  приложений и  компьютерного зрения  ,0
проведением олимпиад обычно занимаются различные образовательные организации   школы и вузы  проведением массовых олимпиад может заниматься правительство страны или международные организации  также иногда олимпиады проводят коммерческие фирмы  особенно часто компании  связанные c it  проводят олимпиады по программированию ,0
  шиитский религиозный  титул  данный титул носят шиитские улемы  достигшие больших высот в исламском праве  фикх е  и методологии  усуле  и имеющие право издавать фетвы  шариатские заключения по тем или иным вопросам ,0
